YEAR,PSTATABB,FIPSST,STNAMEPCAP,STHTIAN,STHTIOZ,STHTIANT,STHTIOZT,STNGENAN,STNGENOZ,STNOXAN,STNOXOZ,STSO2AN,STCO2AN,STCH4AN,STN2OAN,STCO2EQA,STHGAN,STNOXRTA,STNOXRTO,STSO2RTA,STCO2RTA,STCH4RTA,STN2ORTA,STC2ERTA,STHGRTA,STNOXRA,STNOXRO,STSO2RA,STCO2RA,STCH4RA,STN2ORA,STC2ERA,STHGRA,STNOXCRT,STNOXCRO,STSO2CRT,STCO2CRT,STCH4CRT,STN2OCRT,STC2ECRT,STHGCRT,STCNOXRT,STONOXRT,STGNOXRT,STFSNXRT,STCNXORT,STONXORT,STGNXORT,STFSNORT,STCSO2RT,STOSO2RT,STGSO2RT,STFSS2RT,STCCO2RT,STOCO2RT,STGCO2RT,STFSC2RT,STCCH4RT,STOCH4RT,STGCH4RT,STFCH4RT,STCN2ORT,STON2ORT,STGN2ORT,STFN2ORT,STCC2ERT,STOC2ERT,STGC2ERT,STFSC2ERT,STCHGRT,STFSHGRT,STCNOXR,STONOXR,STGNOXR,STFSNXR,STCNXOR,STONXOR,STGNXOR,STFSNOR,STCSO2R,STOSO2R,STGSO2R,STFSS2R,STCCO2R,STOCO2R,STGCO2R,STFSC2R,STCCH4R,STOCH4R,STGCH4R,STFCH4R,STCN2OR,STON2OR,STGN2OR,STFN2OR,STCC2ER,STOC2ER,STGC2ER,STFSC2ER,STCHGR,STFSHGR,STNBNOX,STNBNXO,STNBSO2,STNBCO2,STNBCH4,STNBN2O,STNBC2E,STNBHG,STGENACL,STGENAOL,STGENAGS,STGENANC,STGENAHY,STGENABM,STGENAWI,STGENASO,STGENAGT,STGENAOF,STGENAOP,STGENATN,STGENATR,STGENATH,STGENACY,STGENACN,STCLPR,STOLPR,STGSPR,STNCPR,STHYPR,STBMPR,STWIPR,STSOPR,STGTPR,STOFPR,STOPPR,STTNPR,STTRPR,STTHPR,STCYPR,STCNPR,STNBGNCL,STNBGNOL,STNBGNGS,STNBGNNC,STNBGNHY,STNBGNBM,STNBGNWI,STNBGNSO,STNBGNGT,STNBGNOF,STNBGNOP,STNBCLPR,STNBOLPR,STNBGSPR,STNBNCPR,STNBHYPR,STNBBMPR,STNBWIPR,STNBSOPR,STNBGTPR,STNBOFPR,STNBOPPR
2020.00,SC,45.00,33945.30,340245854.52,161732263.21,389237969.77,181233357.21,98528796.63,43055975.39,9778.64,4518.79,6484.84,25169777.80,4283927.99,615480.02,25315033.34,--,0.20,0.21,0.13,510.91,0.04,0.01,513.86,--,0.06,0.06,0.04,147.95,0.01,0.00,148.80,--,0.50,0.53,0.33,1295.01,0.11,0.02,1302.48,--,1.03,197.94,0.19,0.48,0.99,200.03,0.16,0.47,0.81,28.44,0.05,0.31,2150.97,12905.48,908.45,1330.68,0.25,0.52,0.02,0.10,0.04,0.10,0.00,0.01,2168.37,12949.58,909.72,1337.43,--,--,0.10,2.51,0.02,0.05,0.09,2.53,0.02,0.05,0.08,0.36,0.01,0.04,200.20,163.33,118.37,152.63,0.02,0.01,0.00,0.01,0.00,2.64,0.00,0.00,201.82,163.88,118.53,153.40,--,--,0.55,0.55,0.39,1452.57,0.12,0.02,1460.85,--,12459093.16,64149.47,24227929.82,54751088.00,3184205.00,2075083.78,0.00,1721545.53,0.00,43958.38,1744.00,91547962.83,6980834.31,3796629.31,38871958.60,59656838.53,0.13,0.00,0.25,0.56,0.03,0.02,0.00,0.02,0.00,0.00,0.00,0.93,0.07,0.04,0.39,0.61,10429550.98,1995.00,14208275.75,0.00,0.00,397214.85,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.57,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
2020.00,SD,46.00,6907.30,27230028.17,11387410.28,127038963.63,48960503.01,14146525.86,5390674.19,956.54,379.54,591.95,2395022.46,414312.62,59274.37,2409033.25,--,0.14,0.14,0.08,338.60,0.03,0.00,340.58,--,0.07,0.07,0.04,175.91,0.02,0.00,176.94,--,0.69,0.72,0.43,1729.45,0.15,0.02,1739.57,--,0.83,17.31,0.46,0.69,0.87,17.79,0.50,0.69,0.70,9.29,0.01,0.43,2181.98,3033.00,1069.65,1737.42,0.24,0.12,0.02,0.15,0.03,0.02,0.00,0.02,2198.05,3043.39,1070.72,1747.48,--,--,0.08,0.93,0.05,0.07,0.08,0.95,0.05,0.07,0.07,0.50,0.00,0.04,209.76,163.33,118.83,176.41,0.02,0.01,0.00,0.02,0.00,2.65,0.00,0.00,211.31,163.89,118.95,177.43,--,--,0.67,0.68,0.37,1635.05,0.13,0.02,1643.84,--,1648222.10,7380.78,1102465.87,0.00,5830613.00,11627.12,5544166.42,2051.00,0.00,0.00,0.00,2758068.75,11388457.54,5557844.54,2769695.87,11376830.42,0.12,0.00,0.08,0.00,0.41,0.00,0.39,0.00,0.00,0.00,0.00,0.19,0.81,0.39,0.20,0.80,1051478.86,2787.14,1012120.25,0.00,0.00,11578.77,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.49,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
2020.00,TN,47.00,28492.00,274491621.40,149476513.98,395701400.09,204850646.77,80566010.00,36411644.19,8838.27,4775.48,10851.17,22886520.36,3966845.26,575017.44,23017991.38,--,0.22,0.26,0.27,568.14,0.05,0.01,571.41,--,0.06,0.06,0.08,166.76,0.01,0.00,167.71,--,0.57,0.69,0.71,1486.98,0.13,0.02,1495.52,--,0.87,36.10,0.28,0.58,0.84,36.96,0.28,0.61,1.35,3.28,0.01,0.68,2163.68,1861.27,857.36,1515.05,0.24,0.07,0.02,0.13,0.03,0.01,0.00,0.02,2180.04,1867.58,858.23,1523.72,--,--,0.08,3.20,0.04,0.06,0.08,3.21,0.04,0.06,0.13,0.29,0.00,0.08,203.00,164.98,117.38,168.47,0.02,0.01,0.00,0.01,0.00,2.65,0.00,0.00,204.54,165.54,117.50,169.44,--,--,0.51,0.57,0.60,1487.80,0.12,0.02,1496.08,--,14245272.41,107933.07,15668119.63,36688195.00,12731419.00,740214.47,39185.00,324652.20,0.00,20689.73,329.59,66730539.43,13835470.67,1104051.67,30782558.90,49783451.20,0.18,0.00,0.19,0.46,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.83,0.17,0.01,0.38,0.62,10870763.58,117.00,13053284.77,0.00,0.00,206397.80,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.54,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
2020.00,TX,48.00,209807.80,2742060462.21,1353710726.60,3626316940.74,1716841679.52,473366236.71,221390211.60,118386.36,56303.18,132815.86,202122793.83,25317895.58,3509888.13,202960195.99,--,0.50,0.51,0.56,853.98,0.05,0.01,857.52,--,0.09,0.08,0.10,147.42,0.01,0.00,148.04,--,0.72,0.73,0.81,1225.34,0.08,0.01,1230.42,--,1.30,3.88,0.54,0.72,1.31,3.74,0.51,0.70,3.23,10.49,0.01,0.80,2289.31,2196.92,895.28,1233.53,0.26,0.05,0.02,0.08,0.04,0.01,0.00,0.01,2307.25,2201.07,896.19,1238.61,--,--,0.12,0.30,0.07,0.09,0.12,0.30,0.07,0.08,0.30,0.82,0.00,0.10,210.62,171.40,118.53,148.05,0.02,0.00,0.00,0.01,0.00,1.46,0.00,0.00,212.27,171.72,118.65,148.66,--,--,0.84,0.81,0.96,1325.64,0.09,0.01,1331.42,--,78825274.45,136035.51,246524329.87,41438705.00,1045874.61,1375513.92,92440997.42,8536923.24,0.00,2608961.69,433621.00,369966927.53,103399309.19,102353434.58,329903736.44,143462500.27,0.17,0.00,0.52,0.09,0.00,0.00,0.20,0.02,0.00,0.01,0.00,0.78,0.22,0.22,0.70,0.30,51119376.38,149008.87,126846372.10,0.00,0.00,286128.13,0.00,0.00,0.00,1847334.35,0.00,0.28,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
2020.00,UT,49.00,13124.70,312456142.85,137035803.70,353954772.79,156628208.66,37087308.99,16379639.00,29398.14,12715.26,10981.05,28833802.71,5916444.06,853326.31,29034903.88,--,1.59,1.55,0.59,1554.92,0.16,0.02,1565.76,--,0.19,0.19,0.07,184.56,0.02,0.00,185.85,--,1.81,1.77,0.68,1773.28,0.18,0.03,1785.65,--,2.41,25.41,0.36,1.81,2.44,25.18,0.37,1.80,0.95,2.18,0.01,0.67,2145.47,1229.06,910.50,1784.34,0.25,0.05,0.02,0.18,0.04,0.01,0.00,0.03,2162.68,1233.28,911.44,1796.80,--,--,0.23,3.38,0.05,0.19,0.23,3.38,0.05,0.19,0.09,0.29,0.00,0.07,205.29,163.33,118.73,185.15,0.02,0.01,0.00,0.02,0.00,2.65,0.00,0.00,206.94,163.89,118.85,186.44,--,--,1.77,1.76,0.55,1712.90,0.17,0.03,1724.57,--,22806020.94,39555.03,9460150.07,0.00,816724.43,77605.00,802619.00,2571077.04,376662.00,7384.34,129511.00,32442621.39,4644687.47,3827963.04,32520226.39,4567082.47,0.61,0.00,0.26,0.00,0.02,0.00,0.02,0.07,0.01,0.00,0.00,0.87,0.13,0.10,0.88,0.12,11862980.62,278.00,5859989.55,0.00,0.00,4383.83,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020.00,VA,51.00,41415.40,557364431.65,264003383.13,587203140.75,276870120.06,102799855.68,44710274.08,12938.87,6771.87,4489.81,33023766.07,4496856.14,597044.93,33145004.30,--,0.25,0.30,0.09,642.49,0.04,0.01,644.85,--,0.05,0.05,0.02,118.50,0.01,0.00,118.94,--,0.37,0.44,0.13,939.00,0.06,0.01,942.45,--,1.28,5.67,0.15,0.26,1.37,4.97,0.18,0.31,0.36,4.06,0.01,0.05,1596.80,2050.03,892.97,960.88,0.19,0.07,0.02,0.03,0.03,0.01,0.00,0.00,1609.90,2055.34,893.90,962.96,--,--,0.14,0.45,0.02,0.03,0.14,0.40,0.02,0.04,0.04,0.32,0.00,0.01,170.69,162.26,118.82,124.85,0.02,0.01,0.00,0.00,0.00,1.94,0.00,0.00,172.09,162.68,118.94,125.12,--,--,0.63,0.72,0.23,1119.48,0.10,0.01,1124.66,--,3762795.10,227377.42,62370311.37,30140054.00,950638.36,3977657.47,0.00,1371023.00,0.00,0.00,0.00,96500537.88,6299318.83,5348680.47,70338141.35,32461715.36,0.04,0.00,0.61,0.29,0.01,0.04,0.00,0.01,0.00,0.00,0.00,0.94,0.06,0.05,0.68,0.32,5701206.04,102695.61,18536645.08,0.00,0.00,1809691.72,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.71,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
2020.00,VT,50.00,946.10,4422639.94,1602071.32,19289543.93,6519861.37,2154917.77,737715.99,139.75,49.84,19.90,24690.50,248494.25,32628.11,32658.27,--,0.13,0.14,0.02,22.92,0.12,0.02,30.31,--,0.06,0.06,0.01,11.17,0.06,0.01,14.77,--,0.61,0.63,0.09,107.28,0.54,0.07,141.90,--,0.00,14.91,0.00,14.91,0.00,13.39,0.00,13.39,0.00,8.57,0.00,8.57,0.00,3135.84,0.00,3135.84,0.00,0.13,0.00,0.13,0.00,0.03,0.00,0.03,0.00,3146.69,0.00,3146.69,--,--,0.00,0.77,0.00,0.77,0.00,0.46,0.00,0.46,0.00,0.45,0.00,0.45,0.00,162.80,0.00,162.80,0.00,0.01,0.00,0.01,0.00,2.66,0.00,0.00,0.00,163.37,0.00,163.37,--,--,1.17,1.12,0.12,214.02,1.00,0.13,278.19,--,0.00,1757.15,2020.87,0.00,1129673.00,459065.76,383586.00,181362.29,0.00,0.00,-2547.00,1231.02,2153687.05,1024014.05,460296.77,1694621.29,0.00,0.00,0.00,0.00,0.52,0.21,0.18,0.08,0.00,0.00,0.00,0.00,1.00,0.47,0.21,0.79,0.00,1558.00,0.00,0.00,0.00,147473.41,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00
2020.00,WA,53.00,34732.10,171128535.55,55237944.72,922851102.15,403473983.79,116079174.18,50314451.99,8725.18,2797.60,2692.48,12300004.91,2328572.05,330326.58,12378330.71,--,0.15,0.11,0.05,211.92,0.02,0.00,213.27,--,0.10,0.10,0.03,143.75,0.01,0.00,144.67,--,0.83,0.62,0.26,1174.08,0.11,0.02,1181.55,--,2.14,41.59,0.25,0.75,2.07,45.67,0.27,0.72,0.60,2.92,0.01,0.17,2482.13,2068.83,804.20,1250.93,0.27,0.07,0.02,0.08,0.04,0.01,0.00,0.01,2500.77,2074.86,805.10,1256.56,--,--,0.18,3.07,0.04,0.09,0.18,3.09,0.04,0.09,0.05,0.22,0.00,0.02,209.76,152.62,118.74,154.05,0.02,0.01,0.00,0.01,0.00,2.07,0.00,0.00,211.34,153.06,118.87,154.75,--,--,1.07,1.00,0.32,1369.19,0.13,0.02,1378.14,--,5170215.54,18382.22,14014570.43,9427050.00,76423326.00,1457063.80,9230303.00,45872.00,0.00,292477.15,-86.00,28922609.35,87156564.80,10733238.80,20952623.14,95126551.00,0.04,0.00,0.12,0.08,0.66,0.01,0.08,0.00,0.00,0.00,0.00,0.25,0.75,0.09,0.18,0.82,4034396.72,878.00,6695435.84,0.00,0.00,823124.05,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.58,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
2020.00,WI,55.00,23175.60,433879535.63,201721645.50,474552399.56,216985070.46,61440537.52,27439014.16,14997.16,7104.87,6256.57,36399785.54,6502984.19,931186.12,36618927.57,--,0.49,0.52,0.20,1184.88,0.11,0.02,1192.01,--,0.07,0.07,0.03,167.79,0.02,0.00,168.80,--,0.64,0.68,0.27,1547.84,0.14,0.02,1557.16,--,0.76,0.90,0.37,0.57,0.73,0.90,0.47,0.61,0.41,2.33,0.05,0.24,2177.28,1420.50,932.50,1575.78,0.24,0.26,0.02,0.13,0.04,0.04,0.00,0.02,2193.85,1438.25,933.52,1584.87,--,--,0.07,0.09,0.05,0.06,0.07,0.10,0.06,0.07,0.04,0.24,0.01,0.03,209.12,148.48,118.72,171.69,0.02,0.03,0.00,0.01,0.00,7.86,0.00,0.00,210.71,150.33,118.85,172.68,--,--,0.81,0.84,0.32,1664.47,0.16,0.02,1675.02,--,23761097.16,105258.81,22002167.47,9771333.00,2787756.85,1149091.17,1763375.00,85008.00,0.00,9173.95,6275.90,55655306.29,5785231.02,2997474.17,47033064.46,14407472.85,0.39,0.00,0.36,0.16,0.05,0.02,0.03,0.00,0.00,0.00,0.00,0.91,0.09,0.05,0.77,0.23,12735641.15,141605.00,9796078.65,0.00,0.00,606086.38,0.00,0.00,0.00,0.00,0.00,0.55,0.01,0.42,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
2020.00,WV,54.00,20872.70,538212125.81,264335617.54,568828395.82,274160274.57,56661533.09,26962465.83,30103.86,14531.53,33651.95,54102287.17,12500386.55,1816087.72,54529139.07,--,1.06,1.08,1.19,1909.67,0.22,0.03,1924.73,--,0.11,0.11,0.13,201.04,0.02,0.00,202.63,--,1.13,1.15,1.27,2035.00,0.24,0.03,2051.06,--,1.16,0.00,0.61,1.13,1.15,0.00,0.63,1.12,1.33,0.00,0.01,1.27,2084.25,0.00,1115.98,2034.61,0.25,0.00,0.02,0.24,0.04,0.00,0.00,0.03,2101.12,0.00,1117.07,2050.66,--,--,0.11,0.00,0.07,0.11,0.11,0.00,0.06,0.11,0.13,0.00,0.00,0.13,205.18,0.00,118.59,201.06,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,206.84,0.00,118.71,202.64,--,--,1.16,1.14,1.20,2074.65,0.24,0.04,2091.03,--,50216397.84,142407.50,2776672.96,0.00,1592025.00,6457.00,1897803.00,0.00,0.00,46560.57,-16791.00,53165247.86,3496285.00,1904260.00,53171704.86,3489828.00,0.89,0.00,0.05,0.00,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.94,0.06,0.03,0.94,0.06,27006390.43,0.00,1203381.61,0.00,0.00,6130.45,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020.00,WY,56.00,15533.90,401967364.62,166812462.71,461307904.71,185544491.64,42010989.65,16882146.57,28057.81,11582.83,27034.98,41498928.32,8907200.67,1294398.39,41803133.69,--,1.34,1.37,1.29,1975.62,0.21,0.03,1990.11,--,0.14,0.14,0.14,206.48,0.02,0.00,207.99,--,1.59,1.64,1.53,2354.75,0.25,0.04,2372.01,--,1.60,45.54,1.46,1.60,1.58,45.81,1.49,1.57,1.60,4.13,0.01,1.53,2423.34,2325.41,795.23,2360.25,0.26,0.09,0.01,0.25,0.04,0.02,0.00,0.04,2441.30,2333.36,796.05,2377.55,--,--,0.14,3.20,0.22,0.14,0.14,3.20,0.22,0.14,0.14,0.29,0.00,0.13,208.79,163.33,117.53,206.70,0.02,0.01,0.00,0.02,0.00,2.65,0.00,0.00,210.34,163.89,117.65,208.22,--,--,1.77,1.74,1.69,2374.08,0.25,0.04,2391.45,--,33359103.69,44734.23,1373697.13,0.00,1085998.00,0.00,5512635.00,165364.00,0.00,390686.50,78770.97,35246992.53,6763997.00,5677999.00,35246992.53,6763997.00,0.79,0.00,0.03,0.00,0.03,0.00,0.13,0.00,0.00,0.01,0.00,0.84,0.16,0.14,0.84,0.16,14191755.85,185.00,518648.13,0.00,0.00,0.00,0.00,0.00,0.00,17637.16,0.00,0.96,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
