YEAR,USNAMEPCAP,USHTIAN,USHTIOZ,USHTIANT,USHTIOZT,USNGENAN,USNGENOZ,USNOXAN,USNOXOZ,USSO2AN,USCO2AN,USCH4AN,USN2OAN,USCO2EQA,USHGAN,USNOXRTA,USNOXRTO,USSO2RTA,USCO2RTA,USCH4RTA,USN2ORTA,USC2ERTA,USHGRTA,USNOXRA,USNOXRO,USSO2RA,USCO2RA,USCH4RA,USN2ORA,USC2ERA,USHGRA,USNOXCRT,USNOXCRO,USSO2CRT,USCO2CRT,USCH4CRT,USN2OCRT,USC2ECRT,USHGCRT,USCNOXRT,USONOXRT,USGNOXRT,USFSNXRT,USCNXORT,USONXORT,USGNXORT,USFSNORT,USCSO2RT,USOSO2RT,USGSO2RT,USFSS2RT,USCCO2RT,USOCO2RT,USGCO2RT,USFSC2RT,USCCH4RT,USOCH4RT,USGCH4RT,USFCH4RT,USCN2ORT,USON2ORT,USGN2ORT,USFN2ORT,USCC2ERT,USOC2ERT,USGC2ERT,USFSC2ERT,USCHGRT,USFSHGRT,USCNOXR,USONOXR,USGNOXR,USFSNXR,USCNXOR,USONXOR,USGNXOR,USFSNOR,USCSO2R,USOSO2R,USGSO2R,USFSS2R,USCCO2R,USOCO2R,USGCO2R,USFSC2R,USCCH4R,USOCH4R,USGCH4R,USFCH4R,USCN2OR,USON2OR,USGN2OR,USFN2OR,USCC2ER,USOC2ER,USGC2ER,USFSC2ER,USCHGR,USFSHGR,USNBNOX,USNBNXO,USNBSO2,USNBCO2,USNBCH4,USNBN2O,USNBC2E,USNBHG,USGENACL,USGENAOL,USGENAGS,USGENANC,USGENAHY,USGENABM,USGENAWI,USGENASO,USGENAGT,USGENAOF,USGENAOP,USGENATN,USGENATR,USGENATH,USGENACY,USGENACN,USCLPR,USOLPR,USGSPR,USNCPR,USHYPR,USBMPR,USWIPR,USSOPR,USGTPR,USOFPR,USOPPR,USTNPR,USTRPR,USTHPR,USCYPR,USCNPR,USNBGNCL,USNBGNOL,USNBGNGS,USNBGNNC,USNBGNHY,USNBGNBM,USNBGNWI,USNBGNSO,USNBGNGT,USNBGNOF,USNBGNOP,USNBCLPR,USNBOLPR,USNBGSPR,USNBNCPR,USNBHYPR,USNBBMPR,USNBWIPR,USNBSOPR,USNBGTPR,USNBOFPR,USNBOPPR
2020.00,1656187.70,21660567549.82,10210911822.03,28074536322.70,12910576632.45,4021549453.40,1804287182.19,1022855.94,462060.47,954134.38,1645395792.77,261532167.25,36837542.52,1654106291.03,--,0.51,0.51,0.48,818.29,0.07,0.01,822.62,--,0.09,0.09,0.09,151.93,0.01,0.00,152.73,--,0.82,0.82,0.76,1311.83,0.10,0.02,1318.77,--,1.40,4.31,0.39,0.78,1.33,3.89,0.40,0.76,1.96,5.66,0.02,0.75,2165.37,1777.86,897.15,1337.64,0.24,0.09,0.02,0.09,0.04,0.02,0.00,0.01,2181.84,1784.95,898.12,1343.94,--,--,0.13,0.42,0.05,0.09,0.13,0.38,0.05,0.09,0.19,0.55,0.00,0.09,204.28,171.62,119.18,155.57,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,205.84,172.31,119.31,156.30,--,--,0.93,0.90,0.82,1399.57,0.11,0.02,1406.84,--,775410290.99,26416960.26,1627566465.32,789878863.00,279734711.46,62057001.55,337976498.94,89398602.01,15889697.00,12575672.85,4644692.41,3236376880.83,785056510.96,505321799.50,2508555019.38,1512878372.41,0.19,0.01,0.40,0.20,0.07,0.02,0.08,0.02,0.00,0.00,0.00,0.80,0.20,0.13,0.62,0.38,494231662.24,24039456.61,801722552.31,0.00,0.00,22473790.66,0.00,0.00,0.00,2267088.42,0.00,0.37,0.02,0.60,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
